iter	R2	RMSE
937	0.9148444534	26951.12365
938	0.9149299549	26937.58995
939	0.9150188319	26923.51474
940	0.9151299355	26905.9092
941	0.9151815061	26897.73338
942	0.9152642275	26884.61384
943	0.9153492197	26871.12746
944	0.9153900429	26864.64733
945	0.9154530556	26854.64182
946	0.9155071158	26846.05488
947	0.9156206363	26828.0143
948	0.9156256	26827.2252
949	0.9156730021	26819.68828
950	0.9157133222	26813.27574
951	0.9157662198	26804.86051
952	0.9157964072	26800.05697
953	0.9158413398	26792.90551
954	0.9159448322	26776.42644
955	0.9160472852	26760.10286
956	0.91616262	26741.71493
957	0.9162604364	26726.11007
958	0.9163504215	26711.7465
959	0.9163951767	26704.59973
960	0.9164810042	26690.88893
961	0.9165218113	26684.3676
962	0.9165971816	26672.31857
963	0.9167072796	26654.70801
964	0.9167845249	26642.34542
965	0.9169035892	26623.27873
966	0.9169457507	26616.5238
967	0.9169973123	26608.2605
968	0.917059267	26598.32822
969	0.9171340417	26586.33573
970	0.9172385911	26569.55885
971	0.917298318	26559.96983
972	0.917429159	26538.95145
973	0.9175078752	26526.29842
974	0.9175619724	26517.5992
975	0.9176221816	26507.91379
976	0.9176683201	26500.48941
977	0.9176994271	26495.48265
978	0.9177768317	26483.02008
979	0.9178285974	26474.68224
980	0.9178967519	26463.70066
981	0.9179411107	26456.55078
982	0.9179680944	26452.20053
983	0.9180599885	26437.38018
984	0.9181472262	26423.3031
985	0.9182582458	26405.37764
986	0.9183693091	26387.43292
987	0.9184550846	26373.56564
988	0.9185415434	26359.58052
989	0.9185810119	26353.19384
990	0.9186102229	26348.46599
991	0.9186689441	26338.95931
992	0.9187240133	26330.04076
993	0.9188113669	26315.88748
994	0.9188927267	26302.69851
995	0.9189683983	26290.42567
996	0.9190353332	26279.56502
997	0.9190647553	26274.78967
998	0.9191522262	26260.58756
999	0.9192071315	26251.66902
1000	0.9192528699	26244.23718
1001	0.9192968182	26237.09422
1002	0.9193971036	26220.78746
1003	0.9194171153	26217.53227
1004	0.9194288745	26215.61928
1005	0.9195205629	26200.6986
1006	0.9195681629	26192.94917
1007	0.9195738944	26192.01591
1008	0.9196373534	26181.68068
1009	0.9197508807	26163.18088
1010	0.9198278877	26150.62477
1011	0.9198625278	26144.9747
1012	0.9199440398	26131.6746
1013	0.9200378598	26116.35785
1014	0.9201103824	26104.5119
1015	0.9201727955	26094.31294
1016	0.9202657965	26079.10821
1017	0.9203393394	26067.07839
1018	0.9204170914	26054.35402
1019	0.9204928767	26041.94553
1020	0.9205464727	26033.16657
1021	0.9206296537	26019.53576
1022	0.9207209594	26004.56534
1023	0.9207887811	25993.43976
1024	0.9208334176	25986.11491
1025	0.9208831962	25977.94382
1026	0.9209274538	25970.67682
1027	0.921031253	25953.62526
1028	0.9210982178	25942.6187
1029	0.9211598014	25932.4925
1030	0.9212054465	25924.98451
1031	0.9213211702	25905.93981
1032	0.9213939106	25893.96172
1033	0.9214458659	25885.4029
1034	0.9215371302	25870.36168
1035	0.9216122583	25857.97329
1036	0.9216875774	25845.54745
1037	0.9217294237	25838.64123
1038	0.9217700543	25831.93389
1039	0.9218629867	25816.58594
1040	0.9219726315	25798.46619
1041	0.9220501029	25785.65568
1042	0.9221337191	25771.82195
1043	0.9222118595	25758.88743
1044	0.9223024497	25743.88397
1045	0.9223844565	25730.29454
1046	0.9224088986	25726.24281
1047	0.9224625599	25717.34526
1048	0.9225140381	25708.80679
1049	0.9225571423	25701.65509
1050	0.9226385761	25688.13845
1051	0.9226980921	25678.25532
1052	0.9227482174	25669.92861
1053	0.9228369256	25655.186
1054	0.922897092	25645.18198
1055	0.922976621	25631.95251
1056	0.9230297649	25623.10833
1057	0.9230972345	25611.87568
1058	0.9231609408	25601.26504
1059	0.9232291308	25589.90272
1060	0.9232986719	25578.31009
1061	0.9233196392	25574.81376
1062	0.923368471	25566.66915
1063	0.9234517596	25552.77155
1064	0.9235140147	25542.37866
1065	0.9235963138	25528.63314
1066	0.9236684102	25516.58556
1067	0.9237115459	25509.37471
1068	0.9237668107	25500.13331
1069	0.9238619831	25484.21067
1070	0.9239250225	25473.65851
1071	0.9239869467	25463.28876
1072	0.9240502394	25452.68548
1073	0.9241494828	25436.05055
1074	0.924184309	25430.21049
1075	0.9242842785	25413.439
1076	0.9243294465	25405.85771
1077	0.9243879181	25396.0401
1078	0.9244387481	25387.50247
1079	0.9245148343	25374.71729
1080	0.9245546751	25368.02007
1081	0.9246083105	25359.00118
1082	0.9246380573	25353.99783
1083	0.9247196961	25340.26124
1084	0.924771644	25331.51659
1085	0.9248270743	25322.1824
1086	0.9248735194	25314.35861
1087	0.9249597233	25299.83096
1088	0.9250411072	25286.10796
1089	0.9250871017	25278.34903
1090	0.9251415109	25269.16754
1091	0.9251714401	25264.11559
1092	0.9252092189	25257.73722
1093	0.9252669125	25247.99344
1094	0.9253413872	25235.40995
1095	0.9254037762	25224.86367
1096	0.9254794391	25212.06765
1097	0.9255872781	25193.8188
1098	0.9256622089	25181.131
1099	0.9257003559	25174.66922
1100	0.9257575989	25164.96963
1101	0.9258350757	25151.83556
1102	0.9259243976	25136.68495
1103	0.9259775714	25127.66138
1104	0.9260020281	25123.51001
1105	0.9260545027	25114.60043
1106	0.9261086192	25105.40878
1107	0.9261672276	25095.45039
1108	0.9262508393	25081.23673
1109	0.926309603	25071.24231
1110	0.92633872	25066.28867
1111	0.926385437	25058.33871
1112	0.9264824002	25041.83018
1113	0.9265422974	25031.62689
1114	0.92660069	25021.67592
1115	0.9266623267	25011.16779
1116	0.9267449844	24997.06899
1117	0.9267872488	24989.85692
1118	0.9268173006	24984.72758
1119	0.9268794938	24974.10887
1120	0.9269272505	24965.95195
1121	0.9269935752	24954.61917
1122	0.9270481161	24945.29601
1123	0.9271304119	24931.22185
1124	0.9272002765	24919.26743
1125	0.9272369022	24912.99818
1126	0.9272900586	24903.89654
1127	0.9273695649	24890.27695
1128	0.9274363578	24878.82943
1129	0.9274695025	24873.14687
1130	0.9275181572	24864.80281
1131	0.927577049	24854.69937
1132	0.92761443	24848.28418
1133	0.9276701359	24838.72108
1134	0.9277145619	24831.09176
1135	0.9277811126	24819.65857
1136	0.9278135781	24814.07919
1137	0.9278765262	24803.25763
1138	0.9279348844	24793.2209
1139	0.9279830675	24784.93108
1140	0.9280328038	24776.37112
1141	0.9281034841	24764.20147
1142	0.9281517694	24755.88433
1143	0.9281816876	24750.72952
1144	0.9282297497	24742.4463
1145	0.9282683211	24735.79676
1146	0.9282959278	24731.03639
1147	0.9283238462	24726.22133
1148	0.9283470393	24722.22053
1149	0.9284268513	24708.44804
